site,departure,country,destinations
apollo,Kiruna,Frankrike,"Nice,"
apollo,Kiruna,Spanien,"Madrid,Barcelona,Alicante"
apollo,Kiruna,Malta,"Malta,"
apollo,Kiruna,Italien,"Rom,Venedig"
apollo,Karlstad,Grekland,"Karpathos,Amopi,Karpathos stad,Rhodos,Afandou & Kolymbia,Lardos,Kiotari & Pefkos,Ialyssos,Ixia & Kremasti"
detur,Köpenhamn,Albanien,"Albania,"
detur,Köpenhamn,Cypern,"Cypern,"
detur,Köpenhamn,Egypten,"Hurghada,"
detur,Köpenhamn,Grekland,"Kreta chania,Kreta Reguljär,Rhodos Charter,Rhodos Reguljär,Zakynthos"
detur,Köpenhamn,Marocko,"Agadir,"
detur,Köpenhamn,Spanien,"Costa del Sol,Gran Canaria ,Mallorca  - Charter,Mallorca  - Reguljär,Teneriffa "
detur,Köpenhamn,Storbritannien,"Stansted,"
detur,Köpenhamn,Tunisien,"Tunisien,"
detur,Köpenhamn,Turkiet,"Alanya - Kemer ,Kemer - Side - Alanya"
detur,Oslo - Gardemoen (OSL),Egypten,"Hurghada,"
detur,Oslo - Gardemoen (OSL),Turkiet,"Antalya,"
detur,Göteborg,Egypten,"Hurghada,"
detur,Göteborg,Polen,"Gdansk,"
detur,Göteborg,Spanien,"Costa del Sol,Gran Canaria ,Mallorca ,Teneriffa "
detur,Göteborg,Storbritannien,"Stansted,"
detur,Göteborg,Turkiet,"Kemer - Side - Alanya,"
detur,Jönköping,Cypern,"Cypern,"
detur,Jönköping,Grekland,"Rhodos,"
detur,Malmö,Polen,"Gdansk,"
detur,Malmö,Albanien,"Durres-området,"
detur,Norrköping,Turkiet,"Kemer - Side - Alanya,"
detur,Stockholm,Cypern,"Cypern,"
detur,Stockholm,Egypten,"Hurghada,"
detur,Stockholm,Grekland,"Kreta Chania,Rhodos,"
detur,Stockholm,Marocko,"Agadir,"
detur,Stockholm,Polen,"Gdansk,"
detur,Stockholm,Spanien,"Costa del Sol,Gran Canaria ,Mallorca - Charter,Mallorca - Reguljär,Teneriffa "
detur,Stockholm,Tunisien,"Tunis,"
detur,Stockholm,Turkiet,"Alanya - Kemer ,Kemer - Side - Alanya"
detur,Stockholm-Nyköping Skavsta,Albanien,"Durres-området,"
detur,Stockholm-Nyköping Skavsta,Spanien,"Costa del Sol,"
detur,Umeå,Cypern,"Cypern,"
detur,Umeå,Grekland,"Kreta Chania,Rhodos,Zakynthos "
tripx,Stockholm,Spanien,"Mallorca, Barcelona, Costa del Sol, Gran Canaria, Costa Blanca, Costa Brava, Costa Dorada, Madrid, Teneriffa, Valencia, Bilbao"
tripx,Stockholm,Storbritannien,"London, Edinburgh, Manchester, Liverpool, Birmingham"
tripx,Stockholm,Förenade Arabemiraten,"Dubai, Abu Dhabi"
tripx,Stockholm,Italien,"Rom, Milano, Venedig, Catania (Sicilien), Bologna, Pisa, Palermo (Sicilien), Rimini, Sardinien, Bari, Neapel, Amalfikusten, Verona"
tripx,Stockholm,Turkiet,"Södra Turkiet, Istanbul, Norra Cypern, Bodrum"
tripx,Stockholm,Frankrike,"Paris, Nice, Montpellier, Korsika, Toulouse, Lyon, Marseille"
tripx,Stockholm,Tjeckien,"Prag"
tripx,Stockholm,Tyskland,"Berlin, Düsseldorf, Hamburg, München, Frankfurt"
tripx,Stockholm,Norge,"Oslo, Bergen, Tromsö, Stavanger, Trondheim, Longyearbyen - Svalbard"
tripx,Stockholm,Lettland,"Riga"
tripx,Stockholm,Danmark,"Köpenhamn, Aalborg, Billund"
tripx,Stockholm,Polen,"Gdansk, Krakow, Warszawa, Poznan, Wroclaw"
tripx,Stockholm,Finland,"Helsingfors, Åbo"
tripx,Stockholm,Portugal,"Lissabon, Algarve, Porto, Madeira"
tripx,Stockholm,Österrike,"Wien"
tripx,Stockholm,Estland,"Tallinn"
tripx,Stockholm,Litauen,"Vilnius, Palanga/Klaipedia, Kaunas"
tripx,Stockholm,Kroatien,"Split-regionen, Dubrovnik, Pula - Istria, Zadar"
tripx,Stockholm,Grekland,"Chania (Kreta), Rhodos, Heraklion (Kreta), Aten, Thessaloniki, Korfu, Santorini, Mykonos, Lefkas"
tripx,Stockholm,Nederländerna,"Amsterdam"
tripx,Stockholm,USA,"New York"
tripx,Stockholm,Malta,"Malta, Gozo"
tripx,Stockholm,Albanien,"Tirana"
tripx,Stockholm,Egypten,"Hurghada, Sharm El Sheikh, Cairo"
tripx,Stockholm,Belgien,"Bryssel"
tripx,Stockholm,Sverige,"Malmö, Umeå, Luleå, Göteborg"
tripx,Stockholm,Cypern,"Larnaca"
tripx,Stockholm,Ungern,"Budapest"
tripx,Stockholm,Marocko,"Marrakech, Agadir"
tripx,Stockholm,Irland,"Dublin"
tripx,Stockholm,Thailand,"Bangkok"
tripx,Stockholm,Schweiz,"Genève, Zürich, Basel-Mullhouse"
tripx,Stockholm,Rumänien,"Bukarest"
tripx,Stockholm,Montenegro,"Tivat"
tripx,Stockholm,Bulgarien,"Burgas, Sofia, Varna"
tripx,Stockholm,Serbien,"Belgrad"
tripx,Stockholm,Island,"Reykjavik"
tripx,Stockholm,Slovenien,"Ljubljana"
tripx,Stockholm,Qatar,"Qatar"
tripx,Stockholm,Georgien,"Tbilisi"
tripx,Stockholm,Nordmakedonien,"Skopje"
tripx,Köpenhamn,Spanien,"Mallorca, Costa del Sol, Barcelona, Gran Canaria, Costa Blanca, Costa Brava, Costa Dorada, Madrid, Teneriffa, Lanzarote, Valencia, Bilbao"      
tripx,Köpenhamn,Förenade Arabemiraten,"Dubai, Abu Dhabi"
tripx,Köpenhamn,Storbritannien,"London, Edinburgh, Manchester"
tripx,Köpenhamn,Tjeckien,"Prag"
tripx,Köpenhamn,Frankrike,"Paris, Nice, Montpellier, Bordeaux, Toulouse, Lyon, Korsika, Marseille"
tripx,Köpenhamn,Italien,"Rom, Milano, Venedig, Catania (Sicilien), Bologna, Pisa, Palermo (Sicilien), Rimini, Neapel, Sardinien, Amalfikusten, Bari, Verona, Florens"    
tripx,Köpenhamn,Turkiet,"Södra Turkiet, Istanbul, Norra Cypern, Bodrum"
tripx,Köpenhamn,Tyskland,"Berlin, Düsseldorf, Hamburg, München, Frankfurt"
tripx,Köpenhamn,Sverige,"Stockholm, Umeå, Luleå, Göteborg"
tripx,Köpenhamn,Norge,"Oslo, Bergen, Stavanger, Tromsö, Trondheim, Longyearbyen - Svalbard"
tripx,Köpenhamn,Lettland,"Riga"
tripx,Köpenhamn,Polen,"Krakow, Gdansk, Warszawa, Wroclaw, Poznan"
tripx,Köpenhamn,Finland,"Helsingfors, Åbo"
tripx,Köpenhamn,Portugal,"Lissabon, Algarve, Madeira, Porto"
tripx,Köpenhamn,Österrike,"Wien"
tripx,Köpenhamn,Grekland,"Aten, Chania (Kreta), Heraklion (Kreta), Rhodos, Thessaloniki, Santorini, Korfu, Lefkas, Mykonos"
tripx,Köpenhamn,Kroatien,"Split-regionen, Dubrovnik, Zadar, Pula - Istria"
tripx,Köpenhamn,Litauen,"Vilnius, Palanga/Klaipedia, Kaunas"
tripx,Köpenhamn,Nederländerna,"Amsterdam"
tripx,Köpenhamn,Estland,"Tallinn"
tripx,Köpenhamn,USA,"New York, Miami, Fort Lauderdale"
tripx,Köpenhamn,Rumänien,"Bukarest"
tripx,Köpenhamn,Ungern,"Budapest"
tripx,Köpenhamn,Irland,"Dublin"
tripx,Köpenhamn,Danmark,"Aalborg"
tripx,Köpenhamn,Schweiz,"Genève, Basel-Mullhouse"
tripx,Köpenhamn,Egypten,"Hurghada, Sharm El Sheikh, Cairo"
tripx,Köpenhamn,Cypern,"Larnaca"
tripx,Köpenhamn,Belgien,"Bryssel"
tripx,Köpenhamn,Albanien,"Tirana"
tripx,Köpenhamn,Marocko,"Marrakech, Agadir"
tripx,Köpenhamn,Thailand,"Bangkok, Södra Thailand"
tripx,Köpenhamn,Malta,"Malta, Gozo"
tripx,Köpenhamn,Bulgarien,"Sofia, Burgas, Varna"
tripx,Köpenhamn,Serbien,"Belgrad"
tripx,Köpenhamn,Montenegro,"Tivat"
tripx,Köpenhamn,Slovenien,"Ljubljana"
tripx,Köpenhamn,Qatar,"Qatar"
tripx,Köpenhamn,Nordmakedonien,"Skopje"
tripx,Köpenhamn,Georgien,"Kutaisi, Tbilisi"
tripx,Köpenhamn,Island,"Reykjavik"
tripx,Göteborg,Spanien,"Costa del Sol, Mallorca, Costa Blanca, Barcelona, Gran Canaria, Costa Brava, Costa Dorada, Teneriffa"
tripx,Göteborg,Turkiet,"Södra Turkiet, Istanbul, Norra Cypern"
tripx,Göteborg,Storbritannien,"London, Manchester, Edinburgh"
tripx,Göteborg,Frankrike,"Paris, Nice"
tripx,Göteborg,Italien,"Rom, Milano, Pisa, Bologna, Rimini"
tripx,Göteborg,Tyskland,"Berlin, Düsseldorf, München, Hamburg"
tripx,Göteborg,Polen,"Gdansk, Krakow, Warszawa"
tripx,Göteborg,Förenade Arabemiraten,"Dubai"
tripx,Göteborg,Österrike,"Wien"
tripx,Göteborg,Tjeckien,"Prag"
tripx,Göteborg,Nederländerna,"Amsterdam"
tripx,Göteborg,Lettland,"Riga"
tripx,Göteborg,Egypten,"Hurghada"
tripx,Göteborg,Sverige,"Stockholm, Malmö"
tripx,Göteborg,Finland,"Helsingfors, Åbo"
tripx,Göteborg,Malta,"Malta, Gozo"
tripx,Göteborg,Kroatien,"Dubrovnik, Zadar, Split-regionen"
tripx,Göteborg,Belgien,"Bryssel"
tripx,Göteborg,Danmark,"Köpenhamn"
tripx,Göteborg,Serbien,"Belgrad"
tripx,Göteborg,Marocko,"Marrakech"
tripx,Göteborg,Ungern,"Budapest"
tripx,Göteborg,Litauen,"Vilnius, Palanga/Klaipedia, Kaunas"
tripx,Göteborg,Portugal,"Algarve, Lissabon"
tripx,Göteborg,Norge,"Bergen, Oslo"
tripx,Göteborg,Grekland,"Chania (Kreta), Rhodos, Aten, Santorini, Heraklion (Kreta), Korfu"
tripx,Göteborg,Albanien,"Tirana"
tripx,Göteborg,Nordmakedonien,"Skopje"
tripx,Göteborg,USA,"New York, Miami"
tripx,Göteborg,Cypern,"Larnaca"
tripx,Göteborg,Estland,"Tallinn"
tripx,Göteborg,Schweiz,"Zürich"
tripx,Göteborg,Bulgarien,"Sofia, Varna"
tripx,Malmö,Albanien,"Tirana"
tripx,Malmö,Polen,"Gdansk"
tripx,Malmö,Nordmakedonien,"Skopje"
tripx,Malmö,Serbien,"Belgrad"
tripx,Malmö,Storbritannien,"London"
tripx,Malmö,Nederländerna,"Amsterdam"
tripx,Växjö,Spanien,"Costa Blanca, Costa del Sol, Mallorca"
tripx,Växjö,Polen,"Gdansk"
tripx,Växjö,Kroatien,"Zadar"
tripx,Umeå,Spanien,"Mallorca, Barcelona, Costa del Sol, Costa Blanca, Costa Brava, Costa Dorada, Gran Canaria, Teneriffa"
tripx,Umeå,Storbritannien,"London"
tripx,Umeå,Sverige,"Stockholm, Malmö, Luleå"
tripx,Umeå,Frankrike,"Paris, Nice"
tripx,Umeå,Tjeckien,"Prag"
tripx,Umeå,Tyskland,"Berlin"
tripx,Umeå,Norge,"Oslo, Bergen, Tromsö"
tripx,Umeå,Danmark,"Köpenhamn, Billund"
tripx,Umeå,Lettland,"Riga"
tripx,Umeå,Italien,"Rom, Pisa"
tripx,Umeå,Finland,"Helsingfors"
tripx,Umeå,Förenade Arabemiraten,"Dubai"
tripx,Umeå,Portugal,"Algarve"
tripx,Umeå,Litauen,"Vilnius"
tripx,Umeå,Nederländerna,"Amsterdam"
tripx,Umeå,Turkiet,"Södra Turkiet"
tripx,Umeå,Bulgarien,"Burgas"
tripx,Umeå,Grekland,"Chania (Kreta), Thessaloniki, Santorini"
tripx,Umeå,Ungern,"Budapest"
tripx,Umeå,Kroatien,"Dubrovnik"
tripx,Luleå,Spanien,"Mallorca, Costa del Sol, Barcelona, Costa Blanca, Costa Brava, Costa Dorada, Gran Canaria"
tripx,Luleå,Storbritannien,"London, Manchester"
tripx,Luleå,Sverige,"Stockholm, Malmö, Umeå"
tripx,Luleå,Tjeckien,"Prag"
tripx,Luleå,Frankrike,"Paris, Nice"
tripx,Luleå,Norge,"Oslo, Bergen, Tromsö"
tripx,Luleå,Tyskland,"Berlin, München"
tripx,Luleå,Lettland,"Riga"
tripx,Luleå,Danmark,"Köpenhamn, Billund"
tripx,Luleå,Finland,"Helsingfors"
tripx,Luleå,Italien,"Rom, Pisa"
tripx,Luleå,Förenade Arabemiraten,"Dubai"
tripx,Luleå,Polen,"Krakow"
tripx,Luleå,Portugal,"Algarve"
tripx,Luleå,Litauen,"Vilnius"
tripx,Luleå,Grekland,"Chania (Kreta), Rhodos, Santorini, Thessaloniki"
tripx,Luleå,Turkiet,"Södra Turkiet"
tripx,Luleå,Ungern,"Budapest"
tripx,Luleå,Bulgarien,"Burgas"
tripx,Luleå,Nederländerna,"Amsterdam"
tripx,Luleå,Kroatien,"Dubrovnik"
tripx,Västerås,Spanien,"Costa del Sol, Costa Blanca"
tripx,Västerås,Storbritannien,"London"
tripx,Visby,Storbritannien,"London"
tripx,Visby,Sverige,"Stockholm, Malmö, Umeå, Luleå"
tripx,Visby,Norge,"Oslo"
tripx,Visby,Danmark,"Köpenhamn"
tripx,Visby,Spanien,"Barcelona, Costa del Sol, Costa Blanca, Costa Brava, Costa Dorada"
tripx,Visby,Finland,"Helsingfors"
tripx,Visby,Frankrike,"Nice"
tripx,Skellefteå,Sverige,"Stockholm, Malmö, Umeå, Luleå"
tripx,Skellefteå,Storbritannien,"London"
tripx,Skellefteå,Norge,"Oslo"
tripx,Skellefteå,Spanien,"Costa del Sol, Barcelona, Costa Blanca, Costa Brava, Costa Dorada, Mallorca"
tripx,Skellefteå,Danmark,"Köpenhamn"
tripx,Skellefteå,Finland,"Helsingfors"
tripx,Skellefteå,Polen,"Krakow"
tripx,Skellefteå,Lettland,"Riga"
tripx,Skellefteå,Frankrike,"Nice"
almena,Arlanda,Tunisien,"Hammamet,Sousse"
almena,Arlanda,Egypten,"Hurghada"
almena,Billund,Egypten,"Hurghada"
almena,Göteborg,Egypten,"Hurghada"
almena,Köpenhamn,Tunisien,"Hammamet,Sousse,Djerba"
almena,Köpenhamn,Egypten,"Hurghada,Sharm El Sheikh"

Cypern
